Alpha,Re,D1,D2,D3,Cd,Cl
-10,1000000,0,0,10,0.01840994,-1.053524
-9,1000000,0,0,10,0.01421,-0.9760128
-8,1000000,0,0,10,0.01300172,-0.8782619
-7,1000000,0,0,10,0.01115754,-0.787978
-6,1000000,0,0,10,0.009997573,-0.6955409
-5,1000000,0,0,10,0.008908685,-0.5974049
-4,1000000,0,0,10,0.007610315,-0.458765
-3,1000000,0,0,10,0.006319519,-0.3233536
-2,1000000,0,0,10,0.005389571,-0.2090076
-1,1000000,0,0,10,0.00483121,-0.1045272
0,1000000,0,0,10,0.004640988,1.79E-09
1,1000000,0,0,10,0.004831203,0.1045286
2,1000000,0,0,10,0.005389529,0.2090102
3,1000000,0,0,10,0.006319298,0.3233482
4,1000000,0,0,10,0.007609892,0.4587651
5,1000000,0,0,10,0.008908091,0.5974368
6,1000000,0,0,10,0.009996662,0.6954367
7,1000000,0,0,10,0.0111567,0.7879032
8,1000000,0,0,10,0.01300113,0.8782409
9,1000000,0,0,10,0.0142097,0.9760567
10,1000000,0,0,10,0.01841022,1.053669
11,1000000,0,0,10,0.02122518,1.138146
12,1000000,0,0,10,0.02480585,1.210904
13,1000000,0,0,10,0.02871392,1.266621
14,1000000,0,0,10,0.03330627,1.299659
15,1000000,0,0,10,0.049384,1.262468
16,1000000,0,0,10,0.0824333,1.170111
18,1000000,0,0,10,0.2245137,0.7852445
19,1000000,0,0,10,0.2401035,0.8128663
20,1000000,0,0,10,0.2548252,0.8440897
-10,2000000,0,0,10,0.01293075,-1.090374
-9,2000000,0,0,10,0.01155357,-0.992171
-8,2000000,0,0,10,0.01029756,-0.8963188
-7,2000000,0,0,10,0.009419933,-0.8018118
-6,2000000,0,0,10,0.008419281,-0.6847373
-5,2000000,0,0,10,0.007457441,-0.5521006
-4,2000000,0,0,10,0.006541187,-0.429987
-3,2000000,0,0,10,0.005653133,-0.3231837
-2,2000000,0,0,10,0.005015149,-0.2174626
-1,2000000,0,0,10,0.00467677,-0.1092882
0,2000000,0,0,10,0.004605105,1.02E-11
1,2000000,0,0,10,0.00467676,0.1092897
2,2000000,0,0,10,0.005015143,0.2174689
3,2000000,0,0,10,0.005653182,0.3231965
4,2000000,0,0,10,0.006541123,0.4300001
5,2000000,0,0,10,0.007457209,0.5521081
6,2000000,0,0,10,0.008419013,0.6847772
7,2000000,0,0,10,0.009419149,0.8016942
8,2000000,0,0,10,0.01029679,0.8962473
9,2000000,0,0,10,0.01155313,0.9921725
10,2000000,0,0,10,0.0129307,1.090447
11,2000000,0,0,10,0.01478591,1.185371
12,2000000,0,0,10,0.01748384,1.271544
13,2000000,0,0,10,0.02169311,1.338428
14,2000000,0,0,10,0.0230888,1.425049
15,2000000,0,0,10,0.02517301,1.49366
16,2000000,0,0,10,0.02991548,1.522596
17,2000000,0,0,10,0.04130219,1.510587
18,2000000,0,0,10,0.06973199,1.421985
19,2000000,0,0,10,0.1387122,1.136064
-10,5000000,0,0,10,0.01066418,-1.105562
-8,5000000,0,0,10,0.008386561,-0.9027851
-7,5000000,0,0,10,0.007555796,-0.7779157
-6,5000000,0,0,10,0.006849601,-0.6586863
-5,5000000,0,0,10,0.006299933,-0.5516113
-4,5000000,0,0,10,0.005823036,-0.4432799
-3,5000000,0,0,10,0.005396947,-0.333437
-2,5000000,0,0,10,0.005071931,-0.2227217
-1,5000000,0,0,10,0.004834046,-0.1116609
0,5000000,0,0,10,0.004757998,3.03E-10
1,5000000,0,0,10,0.004834035,0.1116621
2,5000000,0,0,10,0.005071927,0.2227268
3,5000000,0,0,10,0.005396949,0.3334489
4,5000000,0,0,10,0.005823072,0.4433014
5,5000000,0,0,10,0.006299968,0.5516445
6,5000000,0,0,10,0.006849647,0.6587253
7,5000000,0,0,10,0.0075558,0.7779675
8,5000000,0,0,10,0.008386425,0.9028455
9,5000000,0,0,10,0.009576919,1.006696
10,5000000,0,0,10,0.01066398,1.1056
11,5000000,0,0,10,0.01175552,1.207165
12,5000000,0,0,10,0.01289874,1.307827
13,5000000,0,0,10,0.01413885,1.406202
14,5000000,0,0,10,0.01560735,1.500314
16,5000000,0,0,10,0.02329506,1.616737
17,5000000,0,0,10,0.02783781,1.641254
18,5000000,0,0,10,0.03941464,1.620411
19,5000000,0,0,10,0.06968459,1.512871
-10,10000000,0,0,10,0.008916018,-1.118448
-9,10000000,0,0,10,0.008123896,-1.008037
-8,10000000,0,0,10,0.007248252,-0.8886813
-7,10000000,0,0,10,0.006707258,-0.7802161
-6,10000000,0,0,10,0.006211222,-0.6720472
-5,10000000,0,0,10,0.00589336,-0.5613507
-4,10000000,0,0,10,0.005603989,-0.4495864
-3,10000000,0,0,10,0.005358673,-0.3375231
-2,10000000,0,0,10,0.005121959,-0.22518
-1,10000000,0,0,10,0.004926678,-0.1125932
0,10000000,0,0,10,0.004873502,-5.02E-10
1,10000000,0,0,10,0.004926667,0.1125943
2,10000000,0,0,10,0.005121946,0.2251843
3,10000000,0,0,10,0.005358648,0.3375329
4,10000000,0,0,10,0.005603973,0.4496042
5,10000000,0,0,10,0.005893372,0.5613787
6,10000000,0,0,10,0.006211297,0.6720887
7,10000000,0,0,10,0.006707346,0.7802722
8,10000000,0,0,10,0.007248308,0.8887411
9,10000000,0,0,10,0.008123912,1.008111
10,10000000,0,0,10,0.008915649,1.118419
11,10000000,0,0,10,0.009773962,1.221676
12,10000000,0,0,10,0.01074981,1.324811
13,10000000,0,0,10,0.01195681,1.425
14,10000000,0,0,10,0.01367451,1.518932
15,10000000,0,0,10,0.01528686,1.610781
16,10000000,0,0,10,0.01710097,1.696551
17,10000000,0,0,10,0.01930631,1.77169
18,10000000,0,0,10,0.02205661,1.819469
19,10000000,0,0,10,0.02652131,1.845435
20,10000000,0,0,10,0.03459294,1.851905
-10,1000000,0,0,12,0.01504393,-1.080211
-9,1000000,0,0,12,0.01343744,-0.9946407
-8,1000000,0,0,12,0.01214183,-0.9099188
-7,1000000,0,0,12,0.01093785,-0.8269496
-6,1000000,0,0,12,0.009720631,-0.6940459
-5,1000000,0,0,12,0.008472837,-0.5577394
-4,1000000,0,0,12,0.007279526,-0.4277333
-3,1000000,0,0,12,0.006403928,-0.3199945
-2,1000000,0,0,12,0.005804601,-0.2144671
-1,1000000,0,0,12,0.005486409,-0.107441
0,1000000,0,0,12,0.005403112,-1.13E-10
1,1000000,0,0,12,0.005486403,0.1074429
2,1000000,0,0,12,0.005804603,0.2144741
4,1000000,0,0,12,0.007279378,0.4277474
5,1000000,0,0,12,0.008472472,0.5577641
6,1000000,0,0,12,0.009719936,0.6940975
7,1000000,0,0,12,0.01093619,0.8268065
8,1000000,0,0,12,0.01214055,0.9098028
9,1000000,0,0,12,0.01343631,0.9945874
10,1000000,0,0,12,0.01504327,1.080268
11,1000000,0,0,12,0.01707853,1.164895
12,1000000,0,0,12,0.01924915,1.246472
13,1000000,0,0,12,0.02217156,1.312158
14,1000000,0,0,12,0.0255925,1.357179
15,1000000,0,0,12,0.03257402,1.370426
16,1000000,0,0,12,0.04268791,1.378914
17,1000000,0,0,12,0.06007375,1.351649
18,1000000,0,0,12,0.08603607,1.279961
19,1000000,0,0,12,0.1170556,1.191017
20,1000000,0,0,12,0.1486923,1.113125
-10,2000000,0,0,12,0.01235932,-1.105454
-9,2000000,0,0,12,0.01122463,-1.018598
-8,2000000,0,0,12,0.01017344,-0.9146769
-7,2000000,0,0,12,0.009119505,-0.7831139
-6,2000000,0,0,12,0.008133951,-0.6555597
-5,2000000,0,0,12,0.007241294,-0.5418401
-4,2000000,0,0,12,0.006450319,-0.4368766
-3,2000000,0,0,12,0.005824593,-0.3297815
-2,2000000,0,0,12,0.005421438,-0.2210096
-1,2000000,0,0,12,0.005208769,-0.1108555
0,2000000,0,0,12,0.005158167,-1.38E-09
1,2000000,0,0,12,0.005208761,0.1108571
2,2000000,0,0,12,0.005421432,0.2210164
3,2000000,0,0,12,0.005824609,0.3297972
4,2000000,0,0,12,0.006450412,0.4369031
5,2000000,0,0,12,0.00724131,0.5418747
6,2000000,0,0,12,0.008133847,0.6555973
7,2000000,0,0,12,0.009119192,0.7831799
8,2000000,0,0,12,0.010173,0.9147529
9,2000000,0,0,12,0.01122328,1.018468
10,2000000,0,0,12,0.01235828,1.105407
11,2000000,0,0,12,0.01371734,1.195902
12,2000000,0,0,12,0.01549186,1.284864
13,2000000,0,0,12,0.01712168,1.373381
14,2000000,0,0,12,0.01970026,1.445695
15,2000000,0,0,12,0.02213371,1.504316
16,2000000,0,0,12,0.02595363,1.545842
17,2000000,0,0,12,0.03291973,1.563954
18,2000000,0,0,12,0.04823569,1.532682
19,2000000,0,0,12,0.07150892,1.46797
20,2000000,0,0,12,0.1158795,1.291057
-10,5000000,0,0,12,0.01014639,-1.127561
-9,5000000,0,0,12,0.009150628,-1.005352
-8,5000000,0,0,12,0.008257707,-0.8839365
-7,5000000,0,0,12,0.007555135,-0.7740313
-6,5000000,0,0,12,0.006936277,-0.6671932
-5,5000000,0,0,12,0.00641219,-0.5584084
-4,5000000,0,0,12,0.005990171,-0.4480659
-3,5000000,0,0,12,0.00561583,-0.3369768
-2,5000000,0,0,12,0.005325713,-0.2252063
-1,5000000,0,0,12,0.005144077,-0.1127801
0,5000000,0,0,12,0.005080215,1.18E-09
1,5000000,0,0,12,0.005144067,0.1127815
2,5000000,0,0,12,0.005325697,0.2252119
3,5000000,0,0,12,0.005615835,0.3369896
4,5000000,0,0,12,0.005990185,0.4480898
5,5000000,0,0,12,0.006412274,0.5584468
6,5000000,0,0,12,0.006936443,0.6672489
7,5000000,0,0,12,0.007555326,0.7741038
8,5000000,0,0,12,0.008257739,0.8840059
9,5000000,0,0,12,0.009150667,1.005447
10,5000000,0,0,12,0.01014641,1.127673
11,5000000,0,0,12,0.01109143,1.222152
12,5000000,0,0,12,0.01227009,1.316522
13,5000000,0,0,12,0.01354893,1.411838
14,5000000,0,0,12,0.01515041,1.501688
15,5000000,0,0,12,0.01676837,1.587244
16,5000000,0,0,12,0.01888485,1.655807
17,5000000,0,0,12,0.02198143,1.698919
18,5000000,0,0,12,0.02604677,1.738707
19,5000000,0,0,12,0.0326238,1.762587
20,5000000,0,0,12,0.04361197,1.760158
-9,10000000,0,0,12,0.008023768,-1.00248
-8,10000000,0,0,12,0.007371542,-0.8968637
-7,10000000,0,0,12,0.006860129,-0.788132
-6,10000000,0,0,12,0.006440317,-0.6775535
-5,10000000,0,0,12,0.006095338,-0.5657171
-4,10000000,0,0,12,0.005783451,-0.4533957
-3,10000000,0,0,12,0.005517013,-0.3405343
-2,10000000,0,0,12,0.005279614,-0.2272966
-1,10000000,0,0,12,0.005137654,-0.11374
0,10000000,0,0,12,0.005067791,-2.22E-12
1,10000000,0,0,12,0.005137646,0.1137412
2,10000000,0,0,12,0.0052796,0.2273015
3,10000000,0,0,12,0.005516994,0.3405454
4,10000000,0,0,12,0.005783461,0.4534158
5,10000000,0,0,12,0.006095356,0.5657494
6,10000000,0,0,12,0.006440397,0.6776009
7,10000000,0,0,12,0.006860263,0.7881985
8,10000000,0,0,12,0.007371809,0.8969522
9,10000000,0,0,12,0.008024096,1.00259
10,10000000,0,0,12,0.008784668,1.113916
11,10000000,0,0,12,0.009709893,1.23232
12,10000000,0,0,12,0.01073967,1.332284
13,10000000,0,0,12,0.01175848,1.431094
14,10000000,0,0,12,0.01305689,1.526309
15,10000000,0,0,12,0.01449074,1.617274
16,10000000,0,0,12,0.01601555,1.702802
17,10000000,0,0,12,0.01795024,1.770913
18,10000000,0,0,12,0.02074565,1.815632
19,10000000,0,0,12,0.02500072,1.849898
20,10000000,0,0,12,0.03115483,1.875606
-8,1000000,0,0,15,0.01175806,-0.9032645
-7,1000000,0,0,15,0.01041426,-0.7705475
-6,1000000,0,0,15,0.009159009,-0.643883
-5,1000000,0,0,15,0.008188213,-0.5373385
-4,1000000,0,0,15,0.007436316,-0.4327728
-3,1000000,0,0,15,0.006894844,-0.3260922
-2,1000000,0,0,15,0.00655537,-0.217998
-1,1000000,0,0,15,0.006376476,-0.1091761
0,1000000,0,0,15,0.006320777,2.42E-08
1,1000000,0,0,15,0.006376463,0.1091786
2,1000000,0,0,15,0.006555352,0.2180079
3,1000000,0,0,15,0.006894837,0.3261141
4,1000000,0,0,15,0.007436319,0.4328103
5,1000000,0,0,15,0.008188279,0.5373886
6,1000000,0,0,15,0.00915877,0.6439381
7,1000000,0,0,15,0.01041347,0.7706282
8,1000000,0,0,15,0.01175666,0.9034037
9,1000000,0,0,15,0.01311981,1.038806
10,1000000,0,0,15,0.01446327,1.114264
11,1000000,0,0,15,0.01581025,1.177956
12,1000000,0,0,15,0.01751255,1.245098
13,1000000,0,0,15,0.01982191,1.299378
14,1000000,0,0,15,0.02266719,1.355314
15,1000000,0,0,15,0.02720556,1.395791
16,1000000,0,0,15,0.03417879,1.420895
17,1000000,0,0,15,0.04475543,1.425423
18,1000000,0,0,15,0.05920502,1.409669
19,1000000,0,0,15,0.08016171,1.356432
20,1000000,0,0,15,0.10623,1.278124
-10,2000000,0,0,15,0.01209976,-1.121051
-9,2000000,0,0,15,0.01086767,-0.9921475
-8,2000000,0,0,15,0.009740488,-0.8690085
-7,2000000,0,0,15,0.008803602,-0.7599219
-6,2000000,0,0,15,0.007948477,-0.6570687
-5,2000000,0,0,15,0.007252797,-0.5513132
-3,2000000,0,0,15,0.006281154,-0.3340445
-2,2000000,0,0,15,0.006015924,-0.2235365
-1,2000000,0,0,15,0.005867794,-0.1121666
0,2000000,0,0,15,0.005819315,-2.61E-10
1,2000000,0,0,15,0.005867783,0.1121686
2,2000000,0,0,15,0.006015905,0.2235448
3,2000000,0,0,15,0.00628117,0.3340638
5,2000000,0,0,15,0.007252896,0.5513716
6,2000000,0,0,15,0.00794864,0.6571523
8,2000000,0,0,15,0.009740323,0.8691211
9,2000000,0,0,15,0.01086727,0.9923125
10,2000000,0,0,15,0.01209898,1.121247
11,2000000,0,0,15,0.01336099,1.22368
12,2000000,0,0,15,0.01455845,1.291183
13,2000000,0,0,15,0.01605199,1.366372
14,2000000,0,0,15,0.01796623,1.428432
15,2000000,0,0,15,0.02058969,1.485617
16,2000000,0,0,15,0.02414637,1.535746
17,2000000,0,0,15,0.02957091,1.571087
18,2000000,0,0,15,0.03816957,1.584697
19,2000000,0,0,15,0.04967675,1.583628
20,2000000,0,0,15,0.06712069,1.545899
-10,5000000,0,0,15,0.009861597,-1.097249
-9,5000000,0,0,15,0.008990483,-0.9938561
-8,5000000,0,0,15,0.008280917,-0.8896698
-7,5000000,0,0,15,0.007632985,-0.7823667
-6,5000000,0,0,15,0.007072652,-0.6736386
-5,5000000,0,0,15,0.006610695,-0.5634791
-4,5000000,0,0,15,0.006211992,-0.4523033
-3,5000000,0,0,15,0.005893902,-0.3403932
-2,5000000,0,0,15,0.005665671,-0.2272689
-1,5000000,0,0,15,0.005528264,-0.1139384
0,5000000,0,0,15,0.005473794,-1.52E-10
1,5000000,0,0,15,0.005528252,0.1139401
2,5000000,0,0,15,0.005665652,0.227276
3,5000000,0,0,15,0.00589389,0.3404093
4,5000000,0,0,15,0.006212042,0.452333
5,5000000,0,0,15,0.006610813,0.5635274
6,5000000,0,0,15,0.007072791,0.6737123
7,5000000,0,0,15,0.007633346,0.7824706
8,5000000,0,0,15,0.008281375,0.8898093
9,5000000,0,0,15,0.008990961,0.9940382
10,5000000,0,0,15,0.009861673,1.09745
11,5000000,0,0,15,0.01085388,1.214029
12,5000000,0,0,15,0.01200692,1.332117
13,5000000,0,0,15,0.01314865,1.413906
14,5000000,0,0,15,0.01447722,1.495675
15,5000000,0,0,15,0.01598518,1.565622
16,5000000,0,0,15,0.01816255,1.626562
17,5000000,0,0,15,0.02102342,1.68174
18,5000000,0,0,15,0.025109,1.726847
19,5000000,0,0,15,0.03168528,1.751512
20,5000000,0,0,15,0.0405214,1.763827
-10,10000000,0,0,15,0.008788717,-1.118102
-9,10000000,0,0,15,0.008145938,-1.011823
-8,10000000,0,0,15,0.007575787,-0.9036843
-7,10000000,0,0,15,0.007102069,-0.7934542
-6,10000000,0,0,15,0.006682986,-0.6822355
-5,10000000,0,0,15,0.006330165,-0.5699756
-4,10000000,0,0,15,0.005987504,-0.4571757
-3,10000000,0,0,15,0.005721823,-0.3437044
-2,10000000,0,0,15,0.005518833,-0.2295711
-1,10000000,0,0,15,0.005384608,-0.1149333
0,10000000,0,0,15,0.005339633,-1.90E-11
1,10000000,0,0,15,0.005384598,0.1149349
2,10000000,0,0,15,0.00551882,0.2295773
3,10000000,0,0,15,0.005721807,0.3437187
4,10000000,0,0,15,0.005987506,0.457202
5,10000000,0,0,15,0.006330176,0.5700185
6,10000000,0,0,15,0.006683084,0.6822988
7,10000000,0,0,15,0.00710227,0.7935437
8,10000000,0,0,15,0.007576067,0.9038065
9,10000000,0,0,15,0.008146276,1.011987
10,10000000,0,0,15,0.008789227,1.118313
11,10000000,0,0,15,0.00954772,1.220005
12,10000000,0,0,15,0.01044365,1.323881
13,10000000,0,0,15,0.01154881,1.437035
14,10000000,0,0,15,0.01265889,1.526768
15,10000000,0,0,15,0.01389106,1.612006
16,10000000,0,0,15,0.01546559,1.67854
17,10000000,0,0,15,0.01751672,1.740425
18,10000000,0,0,15,0.0202308,1.796491
19,10000000,0,0,15,0.02444332,1.837958
20,10000000,0,0,15,0.03068692,1.864158
-10,1000000,1,2,12,0.01578586,-0.9968925
-9,1000000,1,2,12,0.01411909,-0.9204987
-8,1000000,1,2,12,0.01271465,-0.8277852
-7,1000000,1,2,12,0.01128475,-0.6925629
-6,1000000,1,2,12,0.01002924,-0.5546179
-5,1000000,1,2,12,0.008979173,-0.4269812
-4,1000000,1,2,12,0.008104842,-0.3193761
-3,1000000,1,2,12,0.007257667,-0.2157627
-2,1000000,1,2,12,0.006066525,-0.1132843
-1,1000000,1,2,12,0.005687653,-0.006299731
0,1000000,1,2,12,0.005530476,0.1004806
1,1000000,1,2,12,0.005591754,0.2055743
2,1000000,1,2,12,0.006033299,0.3114205
3,1000000,1,2,12,0.006708005,0.4223596
4,1000000,1,2,12,0.007480207,0.5563956
5,1000000,1,2,12,0.00820986,0.6980663
6,1000000,1,2,12,0.008888113,0.8175193
7,1000000,1,2,12,0.009956644,0.9055506
8,1000000,1,2,12,0.01143391,0.9918553
9,1000000,1,2,12,0.01297774,1.081553
10,1000000,1,2,12,0.01467225,1.172003
11,1000000,1,2,12,0.01658454,1.258842
12,1000000,1,2,12,0.01873522,1.338937
13,1000000,1,2,12,0.02154519,1.398281
14,1000000,1,2,12,0.02515901,1.441877
15,1000000,1,2,12,0.03084104,1.470669
16,1000000,1,2,12,0.04127395,1.471695
17,1000000,1,2,12,0.05717679,1.450047
18,1000000,1,2,12,0.08084819,1.386557
19,1000000,1,2,12,0.1074221,1.313011
20,1000000,1,2,12,0.1307546,1.266364
-10,2000000,1,2,12,0.01259052,-1.033351
-9,2000000,1,2,12,0.01129076,-0.9128709
-8,2000000,1,2,12,0.01008134,-0.7842123
-7,2000000,1,2,12,0.009061193,-0.656584
-6,2000000,1,2,12,0.008243111,-0.5467411
-5,2000000,1,2,12,0.007592099,-0.4406019
-4,2000000,1,2,12,0.007123495,-0.3331289
-3,2000000,1,2,12,0.006719816,-0.2235883
-2,2000000,1,2,12,0.005974634,-0.1160251
-1,2000000,1,2,12,0.005487681,-0.007154639
0,2000000,1,2,12,0.005338752,0.1032828
1,2000000,1,2,12,0.005321632,0.2130929
2,2000000,1,2,12,0.00546849,0.3218208
3,2000000,1,2,12,0.005831806,0.430377
4,2000000,1,2,12,0.006274519,0.5374688
5,2000000,1,2,12,0.00682204,0.6555753
6,2000000,1,2,12,0.007662639,0.787402
7,2000000,1,2,12,0.008905895,0.9177271
8,2000000,1,2,12,0.01003705,1.005909
9,2000000,1,2,12,0.01119528,1.096824
10,2000000,1,2,12,0.01246959,1.191557
11,2000000,1,2,12,0.01388059,1.285667
12,2000000,1,2,12,0.01551245,1.375475
13,2000000,1,2,12,0.01742258,1.457976
14,2000000,1,2,12,0.01967109,1.524998
15,2000000,1,2,12,0.0225588,1.575597
16,2000000,1,2,12,0.02708857,1.611749
17,2000000,1,2,12,0.03467846,1.628197
18,2000000,1,2,12,0.04698318,1.620825
19,2000000,1,2,12,0.06703915,1.571053
20,2000000,1,2,12,0.09740091,1.465702
-10,5000000,1,2,12,0.0098581,-1.0051
-9,5000000,1,2,12,0.00889378,-0.8881522
-8,5000000,1,2,12,0.008108767,-0.7823853
-7,5000000,1,2,12,0.007500136,-0.6753553
-6,5000000,1,2,12,0.007001153,-0.5657639
-5,5000000,1,2,12,0.00670714,-0.4554137
-4,5000000,1,2,12,0.006432327,-0.3433428
-3,5000000,1,2,12,0.00620294,-0.2306016
-2,5000000,1,2,12,0.005993201,-0.1177872
-1,5000000,1,2,12,0.005527192,-0.006829629
0,5000000,1,2,12,0.005310237,0.1050551
1,5000000,1,2,12,0.005265679,0.2174344
2,5000000,1,2,12,0.005243497,0.3296641
3,5000000,1,2,12,0.005317311,0.4424638
4,5000000,1,2,12,0.005498011,0.5548843
5,5000000,1,2,12,0.005924636,0.6643396
6,5000000,1,2,12,0.006667336,0.7689683
7,5000000,1,2,12,0.007559294,0.879967
8,5000000,1,2,12,0.008514363,1.003232
9,5000000,1,2,12,0.009453944,1.116561
10,5000000,1,2,12,0.01040757,1.211183
11,5000000,1,2,12,0.01147014,1.309914
12,5000000,1,2,12,0.01270577,1.406608
